name,epoch,loss,acc,val_loss,val_acc
squat_200_epoch_25_batch_size-binary-pose-2020-11-14T16_13_17.499454.txt,200,0.023230000000000004,0.9921900000000001,0.021380000000000003,0.9926799999999998
