exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,99.40,99.76,99.88,99.76,99.76,99.76,100.00,99.28,99.76,99.52,99.69
