exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
sit-up,99.85,96.77,56.77,99.85,98.77,100.00,100.00,99.54,98.30,85.34,93.52
