name,epoch,loss,acc,val_loss,val_acc
squat_100_epoch_100_batch_size_2x30-binary-pose-2020-11-14T15_48_17.100327.txt,100,0.027370000000000005,0.9915099999999999,0.027600000000000003,0.9907499999999999
