exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
squat,95.24,88.57,95.19,99.04,91.35,97.12,93.27,97.12,97.12,94.23,94.82
