exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
plank,100.00,100.00,98.18,99.09,99.09,100.00,98.18,100.00,100.00,92.73,98.73
