exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,95.41,89.91,83.33,100.00,90.74,89.81,92.59,100.00,88.89,100.00,93.07
