exercise name,epoch,batch_size,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
right hand up,200,50,98.91,99.01,98.96,98.96,98.96,98.30,98.77,98.82,98.82,98.91,98.84
