exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
sit-up,450,200,0.5,2,11,11036.594634056091,99.76,98.08,100.00,51.20,99.64,99.88,99.52,98.07,99.64,99.64,94.54
