exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,450,150,0.3,2,11,8923.881474494934,99.46,99.02,84.88,98.57,99.28,99.91,99.55,98.92,97.49,99.37,97.65
