exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,450,200,0.3,3,11,14534.48066520691,98.48,99.55,98.75,99.46,99.28,99.28,97.94,96.68,98.84,99.28,98.76
