exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,99.35,98.89,99.54,98.89,63.45,99.07,75.86,98.79,99.07,98.79,93.17
