exercise name,epoch,batch_size,dropout,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
initial pose detector,200,100,0.2,99.65,100.00,99.29,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.89
