exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
plank,250,100,0.3,2,11,9809.039438724518,98.05,99.68,100.00,97.08,99.03,99.84,99.84,99.35,99.84,99.59,99.23
