exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
sit-up,99.85,62.62,93.54,99.85,100.00,99.69,89.21,55.25,57.87,47.69,80.56
