exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,99.17,98.42,98.42,98.89,98.70,99.17,98.51,98.24,98.61,98.05,98.62
