exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
squat,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,49.91,50.00,49.99
