exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,450,200,0.5,2,11,13440.056876659393,99.05,97.74,98.57,98.33,97.38,98.57,98.93,97.37,98.93,92.84,97.77
