exercise name,epoch,batch_size,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
right hand up,250,100,98.68,98.96,98.68,98.82,98.11,98.49,98.72,98.77,98.44,98.06,98.57
