exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,82.57,88.99,85.19,100.00,96.30,95.37,97.22,94.44,94.44,92.59,92.71
