exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
plank,450,200,0.5,3,11,18855.576326608658,100.00,99.68,99.59,99.51,99.03,99.51,99.76,99.84,99.35,99.76,99.60
