exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
sit-up,100.00,85.69,93.69,50.31,71.85,95.23,99.69,97.53,50.15,96.45,84.06
