exercise name,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
push-up,82.57,89.91,90.74,100.00,88.89,84.26,92.59,94.44,87.96,88.89,90.03
