exercise name,epoch,batch_size,dropout,lstm_layer,n_hidden,seconds_to_finish,k-fold 1,k-fold 2,k-fold 3,k-fold 4,k-fold 5,k-fold 6,k-fold 7,k-fold 8,k-fold 9,k-fold 10,avg
plank,200,100,0.3,2,22,9713.525928735733,100.00,99.92,100.00,100.00,99.68,99.92,99.67,99.92,99.84,99.92,99.89
